Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
801,644,Deadpool Merc With A Mouth,13,$3.99,Marvel,"29,100"
802,650,Ultimate Comics Enemy,3,$3.99,Marvel,"29,100"
803,990,Thunderbolts,140,$2.99,Marvel,"29,100"
804,499,X-Women,1,$4.99,Marvel,"29,100"
806,649,X-Men Curse of Mutants Blade,1,$3.99,Marvel,"29,000"
807,678,Scarlet,2,$3.95,Marvel,"29,000"
808,651,Thor For Asgard,2,$3.99,Marvel,"28,900"
815,994,Deadpool Corps,2,$2.99,Marvel,"28,800"
816,659,Chaos War,3,$3.99,Marvel,"28,800"
817,666,Shadowland Bullseye,1,$3.99,Marvel,"28,800"
819,722,Doomwar,4,$3.99,Marvel,"28,700"
821,674,Marvels Project,7,$3.99,Marvel,"28,600"
822,675,Doomwar,3,$3.99,Marvel,"28,600"
824,1005,Cable,22,$2.99,Marvel,"28,500"
825,679,Fall of Hulks Savage She-Hulks,3,$3.99,Marvel,"28,500"
828,475,Fantastic Four Annual,32,$4.99,Marvel,"28,500"
832,1014,Spider-Woman,5,$2.99,Marvel,"28,300"
833,1016,Secret Warriors,17,$2.99,Marvel,"28,300"
835,699,Ultimate Comics Enemy,4,$3.99,Marvel,"28,200"
837,694,Ultimate Comics Thor,3,$3.99,Marvel,"28,100"
838,697,Ultimate Comics Armor Wars,4,$3.99,Marvel,"28,100"
839,1023,X-Men Hope,1,$2.99,Marvel,"28,000"
840,695,Dark Tower Battle of Jericho Hill,3,$3.99,Marvel,"28,000"
841,773,X-23,1,$3.99,Marvel,"28,000"
842,1025,Thunderbolts,151,$2.99,Marvel,"27,900"
846,1030,X-Factor,210,$2.99,Marvel,"27,800"
847,1032,Avengers Academy,7,$2.99,Marvel,"27,800"
848,700,Marvel Zombies 5,1,$3.99,Marvel,"27,800"
849,704,Marvel Universe Vs Punisher,1,$3.99,Marvel,"27,800"
852,706,Fall of Hulks Savage She-Hulks,2,$3.99,Marvel,"27,700"
854,751,X-Men Curse of Mutants Smoke and Blood,1,$3.99,Marvel,"27,700"
858,723,Ultimate Comics Doom,1,$3.99,Marvel,"27,500"
860,1047,Secret Warriors,18,$2.99,Marvel,"27,500"
862,715,Marvel Zombies 5,2,$3.99,Marvel,"27,400"
864,716,Dark Tower Battle of Jericho Hill,4,$3.99,Marvel,"27,400"
865,1051,Avengers Academy,6,$2.99,Marvel,"27,300"
868,717,Deadpool Wade Wilsons War,2,$3.99,Marvel,"27,300"
869,1064,Shield,5,$2.99,Marvel,"27,200"
870,1054,New Mutants,18,$2.99,Marvel,"27,200"
871,1057,Secret Warriors,19,$2.99,Marvel,"27,200"
873,732,World War Hulks Wolverine Vs Captain America,1,$3.99,Marvel,"27,200"
874,770,Dark Tower Gunslinger Journey Begins,1,$3.99,Marvel,"27,200"
875,1049,Deadpool Team-Up,893,$2.99,Marvel,"27,200"
877,783,World War Hulks Spider-Man Vs Thor,1,$3.99,Marvel,"27,100"
882,739,Ultimate Comics Mystery,2,$3.99,Marvel,"27,000"
885,1071,X-Factor,211,$2.99,Marvel,"26,800"
889,1083,Spider-Woman,6,$2.99,Marvel,"26,700"
891,754,Siege Storming Asgard Heroes and Villains,0,$3.99,Marvel,"26,600"
893,1090,X-Factor,212,$2.99,Marvel,"26,400"
894,761,Shadowland After Fall,1,$3.99,Marvel,"26,400"
897,755,Dark Tower Battle of Jericho Hill,5,$3.99,Marvel,"26,400"
901,767,Chaos War,4,$3.99,Marvel,"26,300"
902,1089,Deadpool Corps,3,$2.99,Marvel,"26,200"
903,1098,Secret Warriors,20,$2.99,Marvel,"26,200"
907,775,X-Men Curse of Mutants X-Men Vs Vampires,1,$3.99,Marvel,"26,100"
908,779,Ms Marvel,50,$3.99,Marvel,"26,100"
909,781,Doomwar,5,$3.99,Marvel,"26,100"
916,1106,Franken-Castle,19,$2.99,Marvel,"25,900"
917,785,Astonishing Spider-Man Wolverine,4,$3.99,Marvel,"25,900"
920,794,Spider-Woman,7,$3.99,Marvel,"25,800"
923,1112,New Mutants,19,$2.99,Marvel,"25,600"
925,796,World War Hulks Wolverine Vs Captain America,2,$3.99,Marvel,"25,600"
928,834,Age of Heroes,2,$3.99,Marvel,"25,600"
930,800,World War Hulks Spider-Man Vs Thor,2,$3.99,Marvel,"25,600"
933,802,Hulk Let Battle Begin,1,$3.99,Marvel,"25,400"
935,807,Thor Rage of Thor,1,$3.99,Marvel,"25,300"
936,809,Ultimate Comics Mystery,3,$3.99,Marvel,"25,300"
942,843,Amazing Spider-Man Presents Black Cat,1,$3.99,Marvel,"25,200"
943,812,Lady Deadpool,1,$3.99,Marvel,"25,100"
946,827,Incredible Hercules,141,$3.99,Marvel,"25,100"
948,1134,Guardians of Galaxy,25,$2.99,Marvel,"25,100"
950,1138,Secret Warriors,21,$2.99,Marvel,"25,000"
953,819,Web of Spider-Man,4,$3.99,Marvel,"25,000"
955,816,Web of Spider-Man,5,$3.99,Marvel,"25,000"
956,838,Scarlet,3,$3.95,Marvel,"25,000"
959,830,Avengers Origin,1,$3.99,Marvel,"24,900"
963,858,Marvel Universe Vs Punisher,2,$3.99,Marvel,"24,800"
964,836,Doomwar,6,$3.99,Marvel,"24,800"
965,1144,Deadpool Corps,4,$2.99,Marvel,"24,700"
968,867,Shadowland Spider-Man,1 SL,$3.99,Marvel,"24,700"
969,1146,Avengers & Infinity Gauntlet,1,$2.99,Marvel,"24,700"
974,1163,Namor First Mutant,2,$2.99,Marvel,"24,600"
975,885,Shadowland Elektra,1,$3.99,Marvel,"24,600"
978,1165,New Mutants,20,$2.99,Marvel,"24,500"
981,848,Dark Reign Hawkeye,5,$3.99,Marvel,"24,400"
982,875,Dark Tower Gunslinger Journey Begins,2,$3.99,Marvel,"24,300"
984,1174,Secret Warriors,22,$2.99,Marvel,"24,300"
985,850,Shadowland Moon Knight,1,$3.99,Marvel,"24,300"
986,1168,Franken-Castle,20,$2.99,Marvel,"24,300"
988,896,Spider-Girl,1,$3.99,Marvel,"24,200"
989,1176,Punisher,13,$2.99,Marvel,"24,200"
990,982,Realm of Kings Son of Hulk,1,$3.99,Marvel,"24,200"
993,1191,Black Widow,2,$2.99,Marvel,"23,900"
994,876,Incredible Hercules,140,$3.99,Marvel,"23,800"
995,1187,Deadpool Team-Up,892,$2.99,Marvel,"23,800"
996,921,Marvel Zombies 5,3,$3.99,Marvel,"23,800"
998,1195,Punisher,14,$2.99,Marvel,"23,800"
1000,913,Thor For Asgard,3,$3.99,Marvel,"23,700"
